,ID,DemAffl,DemAge,DemCluster,DemClusterGroup,DemGender,DemReg,DemTVReg,PromClass,PromSpend,PromTime,TargetBuy,TargetAmt
13773,33242930,8.0,60.0,12.0,B,,North,N West,Platinum,20530.78,3.0,0,0
13774,33243723,8.0,78.0,44.0,E,M,North,N West,Silver,1000.0,5.0,0,0
13775,33243839,7.0,54.0,27.0,,M,South East,London,Silver,3000.0,8.0,0,0
13776,33244339,10.0,27.0,21.0,C,F,South East,London,Silver,233.33,2.0,1,1
13777,33244614,6.0,50.0,34.0,D,F,Midlands,Midlands,Gold,6000.0,5.0,0,0
13778,33245955,7.0,58.0,16.0,C,,North,N East,Gold,12000.0,2.0,0,0
13779,33247591,6.0,65.0,35.0,D,F,Midlands,Midlands,Silver,1000.0,6.0,0,0
13780,33251262,7.0,40.0,50.0,F,F,Midlands,Wales & West,Tin,0.01,5.0,0,0
13781,33253699,11.0,45.0,48.0,F,U,South East,S & S East,Tin,0.01,5.0,0,0
13782,33254148,8.0,54.0,28.0,D,F,South East,London,Silver,2500.0,14.0,0,0
13783,33254407,3.0,65.0,8.0,B,F,Midlands,Midlands,Tin,0.01,11.0,0,0
13784,33255330,4.0,53.0,28.0,D,F,Midlands,Wales & West,Tin,0.01,4.0,0,0
13785,33256515,9.0,38.0,52.0,F,M,South East,London,Gold,6000.0,1.0,1,1
13786,33257562,7.0,65.0,27.0,,U,North,N East,Gold,12000.0,2.0,0,0
13787,33257813,10.0,24.0,52.0,F,F,Midlands,Wales & West,Silver,1000.0,24.0,0,0
13788,33258020,6.0,49.0,19.0,C,F,South East,S & S East,Gold,6000.0,1.0,0,0
13789,33258887,10.0,74.0,52.0,F,F,Midlands,Midlands,Gold,6000.0,1.0,0,0
13790,33259301,15.0,49.0,23.0,C,U,North,Yorkshire,Silver,4540.02,7.0,1,2
13791,33263465,6.0,75.0,16.0,C,,Midlands,Midlands,Gold,8000.0,15.0,0,0
13792,33268688,8.0,24.0,49.0,F,M,Midlands,East,Silver,1040.0,1.0,1,1
13793,33269340,4.0,64.0,18.0,C,,North,N West,Silver,3000.0,17.0,0,0
13794,33269960,17.0,41.0,52.0,F,M,Scottish,C Scotland,Silver,1000.0,9.0,1,2
13795,33270445,5.0,70.0,16.0,C,F,North,Yorkshire,Silver,3000.0,5.0,0,0
13796,33270690,14.0,44.0,27.0,,M,South East,S & S East,Tin,0.01,5.0,1,2
13797,33271875,5.0,68.0,51.0,F,M,North,Yorkshire,Silver,2000.0,4.0,0,0
13798,33272332,8.0,56.0,8.0,B,M,South East,London,Tin,0.01,8.0,0,0
13799,33272669,8.0,54.0,41.0,E,U,North,Yorkshire,Tin,0.01,9.0,0,0
13800,33273177,9.0,63.0,8.0,B,M,Midlands,Wales & West,Gold,10000.0,4.0,0,0
13801,33273932,9.0,49.0,24.0,C,F,North,N West,Tin,0.01,7.0,0,0
13802,33274181,3.0,41.0,25.0,C,F,South East,London,Silver,1000.0,3.0,0,0
13803,33275285,11.0,46.0,52.0,F,M,Midlands,Midlands,Silver,420.01,9.0,0,0
13804,33277601,8.0,47.0,27.0,D,M,North,N East,Tin,0.01,5.0,0,0
13805,33279060,9.0,54.0,27.0,D,,North,N West,Tin,0.01,5.0,0,0
13806,33284780,7.0,54.0,8.0,B,M,Midlands,Midlands,Gold,14500.0,4.0,1,1
13807,33285035,9.0,45.0,24.0,C,U,Midlands,Midlands,Gold,6000.0,1.0,0,0
13808,33286791,7.0,56.0,24.0,C,F,South East,S & S East,Silver,5000.0,1.0,0,0
13809,33287402,11.0,36.0,38.0,E,F,Midlands,Midlands,Silver,1000.0,4.0,0,0
13810,33288077,4.0,59.0,32.0,D,F,Midlands,Wales & West,Gold,6000.0,2.0,0,0
13811,33288190,8.0,45.0,51.0,F,F,North,Yorkshire,Tin,0.01,5.0,0,0
13812,33288620,6.0,42.0,35.0,D,F,North,Yorkshire,Silver,1100.0,5.0,0,0
13813,33289227,2.0,75.0,37.0,E,F,Scottish,C Scotland,Silver,4085.0,23.0,0,0
13814,33290586,9.0,67.0,14.0,B,F,South East,London,Gold,14902.55,7.0,0,0
13815,33291329,4.0,54.0,32.0,D,F,Midlands,Midlands,Tin,0.01,5.0,0,0
13816,33292970,10.0,66.0,5.0,B,F,South East,S & S East,Gold,15000.0,6.0,0,0
13817,33293640,9.0,64.0,52.0,F,F,Midlands,Midlands,Silver,0.02,8.0,1,1
13818,33295421,10.0,31.0,19.0,C,F,,,Tin,0.01,8.0,1,1
13819,33295510,9.0,54.0,28.0,D,M,North,Yorkshire,Tin,0.01,5.0,0,0
13820,33296789,7.0,34.0,38.0,E,F,South East,London,Tin,0.01,4.0,0,0
13821,33297459,9.0,76.0,8.0,B,,South East,London,Silver,3000.0,9.0,0,0
13822,33299419,7.0,45.0,24.0,C,M,North,N West,Silver,1200.0,5.0,0,0
13823,33301065,3.0,44.0,11.0,B,F,South West,S West,Tin,0.01,5.0,0,0
13824,33301855,4.0,68.0,8.0,B,M,South East,S & S East,Silver,4500.0,9.0,0,0
13825,33303653,12.0,52.0,12.0,B,,South East,London,Gold,9050.0,3.0,0,0
13826,33304455,10.0,46.0,16.0,C,F,Midlands,Wales & West,Tin,0.01,5.0,0,0
13827,33306032,12.0,54.0,51.0,F,,Midlands,East,Silver,2000.0,18.0,0,0
13828,33306687,12.0,64.0,53.0,F,M,North,N West,Tin,0.01,4.0,0,0
13829,33307616,8.0,70.0,8.0,B,F,South East,S & S East,Platinum,20562.1,3.0,0,0
13830,33308493,7.0,59.0,14.0,B,U,North,N West,Silver,2724.98,11.0,0,0
13831,33309929,11.0,48.0,22.0,C,F,South East,London,Tin,0.01,8.0,0,0
13832,33310234,4.0,61.0,30.0,D,U,South East,S & S East,Silver,2053.34,19.0,0,0
13833,33311907,8.0,35.0,5.0,B,F,Midlands,Midlands,Tin,0.01,7.0,1,1
13834,33314370,11.0,51.0,19.0,C,F,Midlands,Midlands,Silver,5000.0,5.0,1,1
13835,33318839,8.0,69.0,52.0,F,F,South East,London,Silver,3000.0,7.0,0,0
13836,33319835,8.0,43.0,27.0,,F,North,N West,Tin,0.01,5.0,1,1
13837,33320019,7.0,62.0,7.0,B,M,South East,London,Silver,4000.0,6.0,0,0
13838,33320752,8.0,62.0,13.0,B,M,South East,S & S East,Tin,0.01,5.0,0,0
13839,33322666,12.0,57.0,25.0,C,M,Midlands,Midlands,Silver,2000.0,4.0,0,0
13840,33323360,10.0,51.0,31.0,D,F,South East,London,Silver,600.02,9.0,0,0
13841,33323824,8.0,54.0,8.0,B,M,Midlands,Midlands,Silver,2000.0,6.0,0,0
13842,33324189,6.0,66.0,4.0,A,M,North,Yorkshire,Silver,5000.0,4.0,0,0
13843,33324693,6.0,64.0,27.0,D,M,Midlands,Wales & West,Silver,3000.0,1.0,0,0
13844,33325630,7.0,46.0,22.0,C,U,South East,London,Silver,3000.0,11.0,0,0
13845,33325827,10.0,64.0,35.0,D,F,South East,London,Silver,3000.0,5.0,0,0
13846,33327110,6.0,77.0,40.0,E,M,South East,S & S East,Gold,12000.0,18.0,0,0
13847,33328397,14.0,43.0,27.0,D,,South East,London,Silver,100.0,8.0,1,2
13848,33332440,15.0,41.0,12.0,B,F,Midlands,East,Silver,420.01,6.0,1,1
13849,33333544,15.0,72.0,30.0,D,F,South East,London,Gold,15000.0,3.0,0,0
13850,33336705,8.0,70.0,16.0,C,F,Scottish,N Scot,Silver,3000.0,7.0,0,0
13851,33337973,8.0,54.0,47.0,F,,Midlands,Midlands,Tin,0.01,5.0,0,0
13852,33338945,6.0,78.0,52.0,F,M,South East,London,Gold,6000.0,3.0,0,0
13853,33339062,7.0,60.0,28.0,D,M,South East,S & S East,Silver,3000.0,2.0,0,0
13854,33340389,11.0,70.0,52.0,F,M,South East,London,Gold,18000.0,8.0,0,0
13855,33341946,3.0,56.0,23.0,C,F,North,N East,Tin,0.01,8.0,0,0
13856,33344368,10.0,42.0,27.0,,M,Midlands,Ulster,Gold,9800.0,9.0,0,0
13857,33345321,8.0,66.0,21.0,C,M,South East,London,Silver,3000.0,0.0,0,0
13858,33346468,9.0,50.0,47.0,F,F,Scottish,C Scotland,Tin,0.01,4.0,1,1
13859,33347030,12.0,54.0,27.0,D,,South East,London,Tin,0.01,8.0,0,0
13860,33348452,8.0,57.0,37.0,E,F,North,N West,Tin,0.01,5.0,0,0
13861,33348673,12.0,69.0,28.0,D,F,South East,S & S East,Gold,6000.0,30.0,0,0
13862,33348967,10.0,64.0,27.0,D,M,Midlands,Wales & West,Silver,50.0,11.0,0,0
13863,33349661,4.0,54.0,48.0,F,F,South East,London,Tin,0.01,8.0,1,1
13864,33350465,7.0,31.0,51.0,F,,South West,S West,Silver,1200.0,1.0,0,0
13865,33351615,9.0,69.0,27.0,,M,Midlands,Ulster,Silver,1000.0,9.0,0,0
13866,33352301,3.0,46.0,52.0,F,M,South East,London,Gold,6000.0,1.0,0,0
13867,33356170,8.0,41.0,37.0,E,F,North,Yorkshire,Tin,0.01,4.0,0,0
13868,33359810,10.0,49.0,53.0,F,F,Midlands,Midlands,Silver,0.02,9.0,0,0
13869,33366485,12.0,45.0,46.0,F,F,Midlands,East,Tin,0.01,4.0,0,0
13870,33366876,12.0,54.0,12.0,B,M,Midlands,Midlands,Silver,1200.0,5.0,0,0
13871,33369298,5.0,62.0,44.0,E,U,South East,London,Gold,6000.0,8.0,0,0
13872,33370040,8.0,61.0,33.0,D,U,North,Yorkshire,Silver,3000.0,7.0,0,0
13873,33370296,9.0,49.0,12.0,B,U,North,Yorkshire,Tin,0.01,5.0,0,0
13874,33370725,10.0,37.0,5.0,B,,South East,London,Tin,0.01,5.0,0,0
13875,33372736,8.0,59.0,10.0,B,,South East,London,Platinum,42131.81,12.0,0,0
13876,33373490,9.0,45.0,18.0,C,U,South East,London,Gold,10000.0,3.0,0,0
13877,33374500,7.0,68.0,16.0,C,M,Midlands,Midlands,Tin,0.01,8.0,0,0
13878,33375611,7.0,66.0,21.0,C,F,South East,London,Gold,7500.0,14.0,0,0
13879,33375778,9.0,34.0,22.0,C,F,South East,S & S East,Tin,0.01,5.0,1,1
13880,33376367,13.0,51.0,4.0,A,F,North,N West,Tin,0.01,9.0,1,2
13881,33377266,12.0,48.0,15.0,B,F,South West,S West,Silver,1250.0,4.0,1,1
13882,33380011,8.0,61.0,53.0,F,F,Midlands,Midlands,Gold,15000.0,4.0,0,0
13883,33380763,4.0,61.0,6.0,B,F,North,N East,Gold,6000.0,2.0,0,0
13884,33381115,7.0,61.0,8.0,B,F,Midlands,Wales & West,Silver,2000.0,4.0,0,0
13885,33382693,10.0,60.0,37.0,E,M,Midlands,East,Silver,3796.51,6.0,0,0
13886,33384947,13.0,65.0,10.0,B,,North,N West,Gold,6000.0,4.0,0,0
13887,33386397,9.0,54.0,28.0,D,,Midlands,East,Gold,9000.0,13.0,0,0
13888,33387393,8.0,64.0,8.0,B,F,North,N West,Gold,6000.0,1.0,0,0
13889,33387920,5.0,72.0,12.0,B,U,South East,London,Platinum,27000.0,8.0,0,0
13890,33388497,5.0,54.0,32.0,D,U,North,N West,Silver,3000.0,3.0,0,0
13891,33389329,12.0,62.0,46.0,F,F,South East,S & S East,Gold,10000.0,11.0,1,1
13892,33390181,13.0,46.0,28.0,D,F,,,Silver,1500.0,10.0,0,0
13893,33390262,8.0,32.0,27.0,D,F,South East,S & S East,Silver,3000.0,3.0,1,1
13894,33391218,13.0,54.0,53.0,F,F,North,Yorkshire,Silver,3000.0,17.0,1,1
13895,33392346,5.0,50.0,32.0,D,F,,,Silver,3000.0,1.0,0,0
13896,33394241,4.0,44.0,5.0,B,F,South East,S & S East,Gold,9800.0,8.0,0,0
13897,33394810,10.0,53.0,9.0,B,F,South East,London,Gold,9901.0,9.0,0,0
13898,33394977,9.0,53.0,51.0,F,F,Midlands,Midlands,Silver,50.0,7.0,0,0
13899,33395787,6.0,54.0,23.0,C,F,Midlands,Midlands,Gold,7800.0,8.0,0,0
13900,33397054,11.0,60.0,2.0,A,M,Midlands,Wales & West,Gold,6000.0,8.0,1,1
13901,33400624,9.0,33.0,31.0,D,F,North,N West,Silver,420.0,8.0,0,0
13902,33400691,9.0,74.0,49.0,F,M,South West,S West,Silver,300.01,10.0,0,0
13903,33402848,6.0,65.0,28.0,D,F,Midlands,East,Gold,10000.0,4.0,0,0
13904,33404395,12.0,41.0,5.0,B,F,South East,London,Silver,4000.0,1.0,0,0
13905,33406878,8.0,40.0,47.0,F,F,Midlands,Midlands,Gold,6000.0,1.0,1,1
13906,33406924,12.0,66.0,24.0,C,F,Midlands,East,Silver,100.0,1.0,0,0
13907,33413084,6.0,76.0,14.0,B,F,South East,London,Silver,2500.0,6.0,0,0
13908,33416334,6.0,77.0,51.0,F,M,Midlands,East,Silver,3099.71,11.0,0,0
13909,33418175,12.0,72.0,23.0,C,F,South East,S & S East,Gold,10000.0,13.0,0,0
13910,33422717,3.0,47.0,9.0,B,U,South East,London,Silver,1000.0,5.0,0,0
13911,33425600,11.0,70.0,1.0,A,,South East,London,Gold,6000.0,27.0,0,0
13912,33425830,2.0,49.0,33.0,D,M,North,Yorkshire,Silver,1000.0,5.0,0,0
13913,33427921,13.0,71.0,37.0,E,F,South East,London,Silver,4000.0,5.0,1,1
13914,33429835,8.0,31.0,11.0,B,,Scottish,C Scotland,Silver,5000.0,1.0,0,0
13915,33430132,8.0,75.0,9.0,B,F,Scottish,C Scotland,Silver,5000.0,23.0,0,0
13916,33430906,9.0,42.0,16.0,C,M,Midlands,East,Silver,600.01,9.0,0,0
13917,33432550,8.0,50.0,52.0,F,,North,N West,Gold,6000.0,1.0,0,0
13918,33433034,14.0,40.0,24.0,C,F,Midlands,Wales & West,Tin,0.01,4.0,0,0
13919,33434162,5.0,66.0,49.0,F,F,North,N East,Gold,13740.0,8.0,0,0
13920,33435061,6.0,68.0,27.0,D,F,South East,London,Gold,6000.0,5.0,0,0
13921,33435169,13.0,24.0,47.0,F,F,North,N West,Tin,0.01,4.0,0,0
13922,33444583,8.0,63.0,46.0,F,U,South East,London,Gold,6053.34,6.0,0,0
13923,33444591,8.0,57.0,34.0,D,F,Midlands,Midlands,Platinum,25000.0,4.0,0,0
13924,33446853,8.0,60.0,51.0,F,U,Midlands,Midlands,Gold,6110.0,2.0,0,0
13925,33447655,6.0,79.0,6.0,B,F,South West,S West,Silver,4000.0,5.0,0,0
13926,33447841,7.0,61.0,34.0,D,F,Midlands,Midlands,Gold,7800.0,7.0,1,1
13927,33449003,6.0,66.0,52.0,F,M,Midlands,Midlands,Gold,6053.35,7.0,0,0
13928,33450036,14.0,54.0,5.0,B,M,South East,London,Silver,3000.0,3.0,0,0
13929,33450591,8.0,54.0,38.0,E,F,North,N West,Gold,6026.68,7.0,0,0
13930,33451687,6.0,38.0,17.0,C,F,Scottish,C Scotland,Silver,4356.06,6.0,0,0
13931,33455135,5.0,39.0,51.0,F,F,Scottish,Border,Tin,0.01,5.0,1,1
13932,33460449,6.0,62.0,53.0,F,F,Midlands,Midlands,Silver,2500.0,3.0,0,0
13933,33461127,14.0,43.0,53.0,F,U,Scottish,C Scotland,Tin,0.01,5.0,0,0
13934,33463308,14.0,68.0,28.0,D,F,South East,London,Platinum,67000.0,2.0,0,0
13935,33465459,9.0,34.0,25.0,C,,North,N West,Gold,11500.0,7.0,0,0
13936,33466544,10.0,71.0,51.0,F,,South East,S & S East,Silver,4000.0,6.0,0,0
13937,33466889,6.0,63.0,49.0,F,M,Midlands,East,Gold,6000.0,1.0,0,0
13938,33467010,8.0,54.0,32.0,D,M,North,Yorkshire,Silver,420.0,5.0,1,1
13939,33467109,6.0,52.0,12.0,B,F,South East,London,Gold,6026.67,8.0,1,1
13940,33467974,8.0,55.0,53.0,F,M,Midlands,Midlands,Gold,6000.0,2.0,0,0
13941,33468814,11.0,62.0,53.0,F,,North,Yorkshire,Tin,0.01,5.0,0,0
13942,33469322,9.0,49.0,23.0,C,M,Scottish,Border,Tin,0.01,8.0,1,1
13943,33469420,7.0,54.0,27.0,,F,Midlands,Ulster,Gold,12000.0,8.0,0,0
13944,33470495,7.0,59.0,27.0,,F,North,N West,Gold,12000.0,6.0,0,0
13945,33471220,10.0,40.0,8.0,B,F,Midlands,Midlands,Tin,0.01,7.0,0,0
13946,33471238,9.0,52.0,3.0,A,,Scottish,C Scotland,Gold,6000.0,2.0,0,0
13947,33471815,4.0,72.0,27.0,,,Midlands,Ulster,Silver,5000.0,6.0,0,0
13948,33471882,9.0,54.0,17.0,C,F,Midlands,Midlands,Silver,180.0,13.0,0,0
13949,33473567,8.0,58.0,9.0,B,F,South East,London,Silver,3000.0,8.0,0,0
13950,33477376,7.0,38.0,20.0,C,F,South East,London,Gold,6000.0,9.0,0,0
13951,33477791,9.0,68.0,13.0,B,F,Midlands,Wales & West,Platinum,20668.99,1.0,0,0
13952,33478739,8.0,36.0,41.0,E,F,South East,S & S East,Silver,650.01,6.0,1,1
13953,33480636,11.0,47.0,21.0,C,F,South East,London,Gold,7884.25,9.0,1,1
13954,33480784,8.0,54.0,50.0,F,,Midlands,Midlands,Tin,0.01,9.0,1,2
13955,33481624,5.0,46.0,46.0,F,M,South East,London,Silver,420.0,5.0,0,0
13956,33483015,14.0,70.0,6.0,B,M,South West,S West,Silver,5000.0,17.0,1,1
13957,33484674,8.0,67.0,27.0,D,U,South East,London,Gold,12000.0,2.0,0,0
13958,33492154,5.0,43.0,48.0,F,F,South East,London,Tin,0.01,5.0,1,1
13959,33493428,7.0,62.0,32.0,D,F,,,Gold,6000.0,2.0,0,0
13960,33500092,6.0,63.0,34.0,D,M,South East,London,Gold,6000.0,10.0,0,0
13961,33502796,8.0,61.0,53.0,F,F,Midlands,Midlands,Silver,3000.0,1.0,1,1
13962,33503156,11.0,35.0,27.0,,F,Midlands,East,Gold,6200.0,5.0,1,1
13963,33503296,6.0,45.0,4.0,A,F,South East,London,Silver,3500.0,11.0,0,0
13964,33509693,4.0,65.0,35.0,D,F,Scottish,N Scot,Gold,10989.57,21.0,0,0
13965,33511612,9.0,71.0,16.0,C,U,North,Yorkshire,Silver,2000.0,1.0,0,0
13966,33512511,8.0,77.0,38.0,E,F,South East,S & S East,Gold,12000.0,8.0,1,1
13967,33514018,8.0,71.0,16.0,C,F,Midlands,Midlands,Silver,3600.0,4.0,1,1
13968,33514808,8.0,38.0,47.0,F,M,Midlands,East,Tin,0.01,8.0,0,0
13969,33515235,8.0,36.0,19.0,C,F,South East,London,Tin,0.01,5.0,0,0
13970,33517408,4.0,25.0,4.0,A,F,South East,London,Silver,1200.0,5.0,0,0
13971,33517580,10.0,48.0,52.0,F,F,Midlands,East,Tin,0.01,7.0,0,0
13972,33518030,9.0,70.0,23.0,C,F,North,N West,Gold,6000.0,19.0,0,0
13973,33519990,7.0,74.0,24.0,C,F,Midlands,East,Silver,2367.1,5.0,0,0
13974,33520301,11.0,78.0,4.0,A,F,South East,London,Gold,6053.35,6.0,1,1
13975,33520581,4.0,49.0,25.0,C,F,South East,London,Tin,0.01,9.0,0,0
13976,33521243,4.0,39.0,52.0,F,M,North,N West,Silver,2000.0,2.0,1,1
13977,33521545,9.0,28.0,48.0,F,F,South East,London,Tin,0.01,7.0,0,0
13978,33521871,7.0,53.0,1.0,A,F,South East,London,Tin,0.01,8.0,0,0
13979,33522142,10.0,68.0,23.0,C,,Midlands,Wales & West,Silver,5000.0,5.0,0,0
13980,33525168,9.0,54.0,4.0,A,F,South East,London,Silver,970.0,6.0,0,0
13981,33525567,4.0,65.0,51.0,F,F,Midlands,East,Gold,6000.0,2.0,0,0
13982,33525788,7.0,57.0,14.0,B,F,South East,London,Gold,6000.0,2.0,1,1
13983,33526270,9.0,37.0,27.0,D,F,South East,S & S East,Tin,0.01,8.0,1,1
13984,33527225,12.0,52.0,10.0,B,F,Scottish,C Scotland,Silver,300.01,23.0,1,1
13985,33528515,9.0,73.0,10.0,B,,North,N East,Gold,8000.0,3.0,0,0
13986,33529325,13.0,50.0,48.0,F,F,South East,London,Silver,3500.0,12.0,0,0
13987,33530765,10.0,71.0,9.0,B,,Scottish,C Scotland,Gold,6000.0,6.0,0,0
13988,33530897,11.0,58.0,38.0,E,F,South East,S & S East,Tin,0.01,5.0,0,0
13989,33535368,12.0,43.0,25.0,C,M,South East,S & S East,Tin,0.01,10.0,1,1
13990,33535848,6.0,59.0,45.0,E,M,Midlands,Midlands,Silver,2000.0,1.0,0,0
13991,33537034,8.0,61.0,32.0,D,F,North,Yorkshire,Gold,6000.0,2.0,1,1
13992,33539380,6.0,47.0,10.0,B,M,South East,London,Tin,0.01,5.0,1,1
13993,33539916,5.0,52.0,12.0,B,F,South East,S & S East,Silver,0.11,5.0,0,0
13994,33542224,9.0,47.0,27.0,,F,Midlands,Ulster,Tin,0.01,10.0,0,0
13995,33544383,9.0,37.0,26.0,C,,South East,London,Tin,0.01,8.0,1,2
13996,33548737,7.0,56.0,51.0,F,F,North,N West,Tin,0.01,4.0,0,0
13997,33551371,14.0,42.0,53.0,F,M,North,N West,Tin,0.01,5.0,0,0
13998,33552432,9.0,60.0,31.0,D,F,South East,London,Gold,12000.0,5.0,0,0
13999,33552815,4.0,43.0,16.0,C,F,Midlands,Midlands,Silver,0.02,8.0,0,0
14000,33553811,9.0,54.0,31.0,D,F,North,N East,Silver,3000.0,8.0,0,0
14001,33555695,11.0,44.0,28.0,D,F,South East,S & S East,Gold,7500.0,4.0,1,1
14002,33556080,9.0,44.0,33.0,D,F,Midlands,Midlands,Tin,0.01,8.0,0,0
14003,33557329,5.0,54.0,12.0,B,F,Midlands,Wales & West,Tin,0.01,10.0,0,0
14004,33558392,11.0,54.0,28.0,D,F,South East,S & S East,Tin,0.01,9.0,1,1
14005,33560133,6.0,71.0,32.0,D,F,South East,S & S East,Silver,4000.01,11.0,0,0
14006,33562420,10.0,67.0,44.0,E,F,South West,S West,Gold,15553.35,7.0,1,1
14007,33563043,8.0,27.0,38.0,E,F,South East,London,Silver,480.0,9.0,1,1
14008,33565399,15.0,54.0,51.0,F,F,South East,S & S East,Tin,0.01,9.0,1,1
14009,33565771,11.0,39.0,54.0,F,F,Midlands,East,Silver,1000.0,5.0,0,0
14010,33566212,10.0,27.0,38.0,E,M,North,N West,Tin,0.01,4.0,1,1
14011,33566352,8.0,53.0,29.0,D,F,South East,London,Silver,4000.0,5.0,0,0
14012,33567723,8.0,53.0,51.0,F,M,South East,London,Tin,0.01,7.0,0,0
14013,33569122,9.0,73.0,49.0,F,M,North,Yorkshire,Gold,15000.0,4.0,0,0
14014,33569327,8.0,61.0,35.0,D,M,North,N West,Silver,3000.0,7.0,0,0
14015,33570643,6.0,46.0,2.0,A,M,Midlands,East,Silver,3000.0,8.0,0,0
14016,33572190,10.0,61.0,20.0,C,,South East,London,Gold,9000.0,0.0,0,0
14017,33573707,9.0,54.0,42.0,E,F,South East,London,Tin,0.01,4.0,1,1
14018,33574959,6.0,36.0,28.0,D,F,South East,London,Silver,300.0,9.0,1,1
14019,33575874,10.0,55.0,10.0,B,M,North,N East,Gold,7000.0,8.0,0,0
14020,33576838,6.0,63.0,45.0,E,,Midlands,Midlands,Silver,4080.0,8.0,0,0
14021,33577141,6.0,35.0,51.0,F,F,Midlands,Wales & West,Gold,6000.0,1.0,0,0
14022,33577273,7.0,73.0,27.0,,,Midlands,Wales & West,Gold,12000.0,8.0,0,0
14023,33580630,6.0,55.0,37.0,E,M,South East,London,Platinum,24000.0,2.0,0,0
14024,33582269,9.0,65.0,21.0,C,,South East,London,Silver,50.0,11.0,0,0
14025,33583486,13.0,28.0,52.0,F,,South East,London,Silver,425.0,4.0,0,0
14026,33585195,7.0,37.0,27.0,D,,South West,S West,Tin,0.01,5.0,0,0
14027,33586086,7.0,36.0,31.0,D,F,South East,London,Tin,0.01,4.0,0,0
14028,33588224,9.0,37.0,32.0,D,U,Midlands,Midlands,Gold,6000.0,2.0,0,0
14029,33588372,4.0,70.0,19.0,C,F,South East,S & S East,Platinum,21000.0,8.0,0,0
14030,33589310,7.0,74.0,25.0,C,M,South East,London,Gold,10100.0,11.0,0,0
14031,33590270,7.0,59.0,24.0,C,F,Midlands,Wales & West,Tin,0.01,7.0,0,0
14032,33590768,11.0,60.0,37.0,E,U,Midlands,Midlands,Silver,470.0,8.0,0,0
14033,33590970,11.0,50.0,23.0,C,F,South East,S & S East,Gold,7500.0,3.0,1,1
14034,33594453,11.0,70.0,37.0,E,M,South East,London,Silver,50.0,10.0,0,0
14035,33595131,7.0,44.0,27.0,D,F,Midlands,East,Gold,6500.0,8.0,0,0
14036,33595573,10.0,52.0,53.0,F,F,Midlands,Midlands,Silver,3800.0,13.0,0,0
14037,33595883,5.0,54.0,28.0,D,M,North,N West,Tin,0.01,4.0,1,1
14038,33598025,9.0,49.0,25.0,C,F,South East,London,Tin,0.01,5.0,0,0
14039,33599927,3.0,54.0,32.0,D,F,,,Silver,2000.0,1.0,1,1
14040,33600399,8.0,69.0,8.0,B,F,Midlands,Midlands,Gold,6000.0,36.0,0,0
14041,33601506,7.0,64.0,52.0,F,M,North,N East,Gold,6000.0,1.0,0,0
14042,33602774,5.0,68.0,15.0,B,U,South West,S West,Silver,5000.0,1.0,0,0
14043,33603207,11.0,28.0,22.0,C,F,South West,S West,Tin,0.01,5.0,1,1
14044,33603797,9.0,49.0,5.0,B,F,South East,S & S East,Tin,0.01,9.0,0,0
14045,33604289,3.0,53.0,25.0,C,U,North,N West,Tin,0.01,8.0,0,0
14046,33604319,6.0,47.0,27.0,,F,Midlands,Wales & West,Tin,0.01,10.0,1,1
14047,33608810,10.0,57.0,14.0,B,F,South East,S & S East,Tin,0.01,5.0,0,0
14048,33609493,8.0,41.0,32.0,D,M,Midlands,East,Tin,0.01,8.0,0,0
14049,33609809,17.0,52.0,24.0,C,M,Midlands,East,Silver,1000.0,1.0,0,0
14050,33611056,8.0,59.0,22.0,C,F,South East,S & S East,Silver,5000.0,5.0,0,0
14051,33611226,4.0,60.0,41.0,E,F,North,Yorkshire,Gold,6000.0,2.0,0,0
14052,33613920,1.0,53.0,49.0,F,M,Midlands,East,Silver,170.0,3.0,0,0
14053,33616333,5.0,60.0,4.0,A,F,North,N West,Gold,20000.0,4.0,0,0
14054,33617739,10.0,76.0,28.0,D,F,,,Tin,0.01,9.0,1,1
14055,33618727,6.0,54.0,19.0,C,F,North,N West,Gold,17195.33,9.0,0,0
14056,33624220,2.0,65.0,51.0,F,U,Midlands,Midlands,Gold,12373.12,8.0,0,0
14057,33624387,4.0,50.0,31.0,D,,North,N West,Silver,3500.0,1.0,0,0
14058,33624930,7.0,52.0,19.0,C,M,Midlands,Wales & West,Tin,0.01,7.0,0,0
14059,33626479,8.0,66.0,37.0,E,F,South East,London,Silver,3203.98,10.0,0,0
14060,33629222,6.0,30.0,45.0,E,F,Midlands,Midlands,Tin,0.01,5.0,1,1
14061,33631952,9.0,52.0,5.0,B,F,,,Gold,6000.0,1.0,1,1
14062,33633009,7.0,52.0,6.0,B,F,South West,S West,Tin,0.01,8.0,0,0
14063,33633726,10.0,53.0,53.0,F,M,Midlands,Wales & West,Silver,1800.0,1.0,1,1
14064,33634129,9.0,30.0,28.0,D,M,South East,S & S East,Tin,0.01,7.0,1,1
14065,33634862,8.0,64.0,8.0,B,F,Midlands,East,Silver,1500.0,10.0,0,0
14066,33635605,8.0,45.0,14.0,B,F,South East,London,Tin,0.01,5.0,0,0
14067,33635877,5.0,44.0,8.0,B,M,Midlands,East,Silver,1500.0,6.0,0,0
14068,33636539,8.0,79.0,24.0,C,,South East,S & S East,Silver,50.01,9.0,0,0
14069,33638299,2.0,49.0,19.0,C,M,Midlands,Midlands,Silver,4370.0,1.0,0,0
14070,33638493,12.0,29.0,9.0,B,U,South East,London,Tin,0.01,5.0,0,0
